id,age,sex,race,hispanic,born,degree,marital,childs,wrkstat,income16,class,relig,attend,partyid,polviews,region,weight
2806,62,male,black,not hispanic,yes,bachelor's,married,2,"with a job, but not at work because of temporary illness, vacation, strike","$110,000 to $129,999",middle class,protestant,about once or twice a year,strong democrat,slightly conservative,south,0.9284
2807,63,male,white,not hispanic,yes,bachelor's,married,3,retired,"$170,000 or over",middle class,catholic,2-3 times a month,not very strong republican,conservative,south,1.1139
2808,24,male,black,not hispanic,yes,high school,never married,0,working full time,,working class,catholic,less than once a year,"independent (neither, no response)",conservative,south,0.4241
2809,39,male,white,not hispanic,yes,bachelor's,never married,0,working full time,"$50,000 to $59,999",working class,none,never,not very strong democrat,extremely liberal,south,0.2866
2810,27,male,other,not hispanic,yes,high school,married,0,working full time,"$170,000 or over",working class,muslim/islam,several times a week,"independent (neither, no response)",conservative,south,0.7642
2811,54,female,white,not hispanic,yes,associate/junior college,married,3,working full time,"$170,000 or over",working class,protestant,every week,not very strong republican,extremely conservative,south,0.6799
2812,46,male,white,not hispanic,yes,high school,married,2,working full time,"$130,000 to $149,999",middle class,protestant,several times a week,strong republican,conservative,south,2.1999
2813,43,female,white,not hispanic,yes,high school,married,2,keeping house,"$110,000 to $129,999",working class,protestant,nearly every week,strong republican,conservative,south,2.3097
2814,30,female,white,"mexican, mexican american, chicano/a",no,high school,never married,4,keeping house,,working class,catholic,2-3 times a month,"independent, close to democrat",slightly conservative,south,0.6297
2815,38,female,white,not hispanic,yes,high school,married,2,"unemployed, laid off, looking for work","under $1,000",middle class,protestant,about once or twice a year,not very strong republican,,south,2.4892
2816,48,male,white,not hispanic,yes,associate/junior college,married,2,working full time,"$110,000 to $129,999",middle class,protestant,several times a year,not very strong republican,conservative,south,1.6137
2817,45,male,white,"mexican, mexican american, chicano/a",yes,associate/junior college,married,3,working full time,"$130,000 to $149,999",middle class,protestant,less than once a year,other party,"moderate, middle of the road",south,1.0422
2818,28,female,white,not hispanic,yes,high school,never married,0,working full time,"$35,000 to $39,999",working class,christian,less than once a year,strong republican,extremely conservative,south,0.4559
2819,42,female,white,not hispanic,yes,associate/junior college,married,2,working part time,"$90,000 to $109,999",working class,protestant,several times a week,"independent (neither, no response)",slightly conservative,south,0.7093
2820,52,female,white,not hispanic,yes,high school,divorced,3,working full time,"$30,000 to $34,999",middle class,protestant,several times a week,strong republican,extremely conservative,south,1.0841
2821,66,male,white,not hispanic,yes,high school,married,3,retired,"$75,000 to $89,999",working class,protestant,every week,strong republican,conservative,south,0.4252
2822,74,female,white,not hispanic,yes,high school,widowed,4,keeping house,"$1,000 to $2,999",upper class,protestant,2-3 times a month,"independent, close to democrat",extremely conservative,south,0.3327
2823,18,male,black,not hispanic,yes,associate/junior college,never married,,working full time,"$22,500 to $24,999",working class,protestant,several times a year,,"moderate, middle of the road",south,1.5278
2824,29,female,white,not hispanic,yes,high school,married,2,keeping house,"$3,000 to $3,999",working class,none,never,strong republican,conservative,south,0.5122
2825,22,male,black,not hispanic,yes,high school,never married,0,working part time,"$60,000 to $74,999",working class,protestant,about once a month,"independent, close to democrat",extremely conservative,south,0.4692
2826,30,male,white,not hispanic,yes,high school,married,5,working full time,,lower class,none,never,"independent (neither, no response)","moderate, middle of the road",south,0.8695
2827,44,male,other,"another hispanic, latino, or spanish origin",yes,high school,never married,0,retired,"$15,000 to $17,499",lower class,catholic,never,"independent (neither, no response)","moderate, middle of the road",south,1.0068
2828,51,female,black,not hispanic,yes,high school,divorced,5,keeping house,"under $1,000",middle class,protestant,several times a week,"independent (neither, no response)",,south,0.3269
2829,43,male,white,not hispanic,yes,high school,never married,0,working full time,,working class,protestant,2-3 times a month,not very strong republican,extremely conservative,south,0.3591
2830,36,female,white,not hispanic,yes,bachelor's,married,0,in school,"$35,000 to $39,999",lower class,protestant,nearly every week,strong republican,extremely conservative,south,0.3381
2831,42,female,black,not hispanic,yes,bachelor's,divorced,2,working full time,"$130,000 to $149,999",upper class,protestant,nearly every week,"independent (neither, no response)","moderate, middle of the road",south,0.2526
2832,39,male,black,not hispanic,yes,bachelor's,never married,0,"with a job, but not at work because of temporary illness, vacation, strike","$1,000 to $2,999",middle class,catholic,2-3 times a month,not very strong democrat,extremely conservative,south,0.3097
2833,69,male,black,not hispanic,yes,high school,widowed,2,retired,,middle class,none,several times a year,"independent (neither, no response)","moderate, middle of the road",south,1.1149
2834,61,male,black,not hispanic,yes,high school,separated,0,retired,"$75,000 to $89,999",middle class,protestant,nearly every week,strong democrat,liberal,south,0.3719
2835,45,female,black,not hispanic,yes,associate/junior college,married,2,working full time,"$30,000 to $34,999",working class,protestant,every week,strong democrat,"moderate, middle of the road",south,2.0896
2836,20,female,black,not hispanic,yes,high school,never married,0,"unemployed, laid off, looking for work","$5,000 to $5,999",middle class,protestant,2-3 times a month,"independent (neither, no response)",extremely liberal,south,2.6862
2837,59,female,white,,yes,associate/junior college,divorced,4,other,"$10,000 to $12,499",lower class,protestant,several times a year,strong republican,extremely conservative,south,1.1768
2838,29,female,black,not hispanic,yes,bachelor's,never married,0,working full time,"$75,000 to $89,999",working class,inter-nondenominational,several times a year,"independent (neither, no response)","moderate, middle of the road",south,0.7297
2839,55,female,black,not hispanic,yes,high school,divorced,4,in school,"$25,000 to $29,999",lower class,protestant,several times a week,"independent (neither, no response)","moderate, middle of the road",south,0.3269
2840,38,female,black,not hispanic,yes,high school,never married,5,working full time,"$10,000 to $12,499",working class,protestant,about once or twice a year,"independent, close to republican","moderate, middle of the road",south,0.3078
2841,58,female,black,not hispanic,yes,high school,never married,0,working part time,"$22,500 to $24,999",middle class,none,never,"independent, close to democrat",extremely conservative,south,0.3269
2842,39,female,black,not hispanic,yes,high school,never married,2,working full time,"$35,000 to $39,999",working class,none,never,not very strong democrat,extremely liberal,south,1.0022
2843,61,male,black,not hispanic,yes,high school,divorced,4,retired,"under $1,000",middle class,protestant,every week,strong democrat,"moderate, middle of the road",south,1.211
2844,54,female,black,not hispanic,yes,high school,widowed,3,other,"$35,000 to $39,999",middle class,protestant,several times a week,strong democrat,slightly liberal,south,0.3269
2845,39,female,black,not hispanic,yes,high school,never married,0,keeping house,"$25,000 to $29,999",middle class,none,never,not very strong democrat,extremely conservative,south,0.3078
2846,55,female,black,not hispanic,yes,high school,never married,2,working part time,"$1,000 to $2,999",lower class,catholic,every week,"independent (neither, no response)","moderate, middle of the road",south,0.353
2847,39,female,black,not hispanic,yes,less than high school,never married,0,keeping house,"$17,500 to $19,999",lower class,none,never,"independent (neither, no response)","moderate, middle of the road",south,0.3128
2848,23,male,black,not hispanic,yes,high school,never married,0,working full time,"$1,000 to $2,999",lower class,protestant,about once a month,not very strong democrat,"moderate, middle of the road",south,0.4692
2849,25,male,black,not hispanic,yes,high school,never married,0,working part time,"$10,000 to $12,499",working class,none,never,not very strong democrat,slightly liberal,south,0.4692
2850,60,male,black,not hispanic,yes,less than high school,never married,3,other,"$10,000 to $12,499",lower class,protestant,less than once a year,not very strong democrat,slightly conservative,south,0.378
2851,36,female,white,"mexican, mexican american, chicano/a",no,high school,never married,2,keeping house,"$30,000 to $34,999",working class,catholic,never,"independent, close to democrat","moderate, middle of the road",west,0.5687
